"Age","Hours_per_day","Fav_genre","BPM","Frequency_classical","Frequency_country","Frequency_EDM","Frequency_folk","Frequency_gospel","Frequency_hip_hop","Frequency_jazz","Frequency_K_pop","Frequency_latin","Frequency_lofi","Frequency_metal","Frequency_pop","Frequency_R_and_B","Frequency_rap","Frequency_rock","Frequency_video_game_music","Anxiety","Depression","Insomnia","OCD","Music_effect","Age_Hours_Interaction","BPM_Anxiety","BPM_Depression","BPM_Insomnia","BPM_OCD","FavGenre_Musiceffects","id","Age_Group","Hours_per_day_Group","BPM_Group","Anxiety_Group","Depression_Group","Insomnia_Group","OCD_Group","Normalized_HoursPerDay","Normalized_Anxiety","Normalized_Depression","Normalized_Insomnia","Normalized_OCD"
14.0,5.0,"Classical",40.0,"Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Sometimes","Never","Sometimes","Sometimes","Rarely","Rarely","Very frequently",3.0,0.0,2.0,3.0,"Improve",70.0,120.0,0.0,80.0,120.0,"Classical_Improve",454,"Under 18","3-5 hours","Slow","Low","No","Low","Low",0.25,0.15,0.0,0.1,0.15
24.0,7.0,"Folk",137.0,"Sometimes","Rarely","Rarely","Very frequently","Never","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Very frequently","Rarely","Rarely","Very frequently","Very frequently",10.0,10.0,8.0,10.0,"Improve",168.0,1370.0,1370.0,1096.0,1370.0,"Folk_Improve",455,"18-24","5+ hours","Fast","High","High","High","High",0.35,0.5,0.5,0.4,0.5
14.0,0.5,"Video game music",173.0,"Very frequently","Never","Never","Rarely","Never","Never","Rarely","Sometimes","Rarely","Never","Never","Very frequently","Never","Never","Never","Very frequently",4.0,0.0,4.0,0.0,"Improve",7.0,692.0,0.0,692.0,0.0,"Video game music_Improve",456,"Under 18","0-1 hours","Fast","Low","No","Low","No",0.025,0.2,0.0,0.2,0.0
20.0,1.5,"Country",120.0,"Rarely","Very frequently","Sometimes","Never","Never","Sometimes","Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Never","Sometimes","Sometimes","Never",0.0,2.0,0.0,1.0,"Improve",30.0,0.0,240.0,0.0,120.0,"Country_Improve",457,"18-24","1-3 hours","Moderate","No","Low","No","No",0.075,0.0,0.1,0.0,0.05
16.0,3.0,"K pop",174.0,"Rarely","Never","Sometimes","Never","Never","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Never","Very frequently","Rarely","Sometimes","Never","Never",10.0,2.0,7.0,8.0,"Improve",48.0,1740.0,348.0,1218.0,1392.0,"K pop_Improve",458,"Under 18","1-3 hours","Fast","High","Low","Medium","High",0.15,0.5,0.1,0.35,0.4
19.0,5.0,"Metal",180.0,"Rarely","Rarely","Rarely","Rarely","Never","Rarely","Rarely","Never","Rarely","Sometimes","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Sometimes",2.0,3.0,5.0,2.0,"Improve",95.0,360.0,540.0,900.0,360.0,"Metal_Improve",459,"18-24","3-5 hours","Fast","Low","Low","Medium","Low",0.25,0.1,0.15,0.25,0.1
15.0,4.0,"Pop",105.0,"Never","Rarely","Never","Never","Sometimes","Rarely","Rarely","Rarely","Rarely","Sometimes","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Sometimes",3.0,5.0,4.0,0.0,"Improve",60.0,315.0,525.0,420.0,0.0,"Pop_Improve",460,"Under 18","3-5 hours","Moderate","Low","Medium","Low","No",0.2,0.15,0.25,0.2,0.0
21.0,3.0,"Country",108.0,"Rarely","Very frequently","Never","Sometimes","Rarely","Rarely","Never","Never","Never","Never","Rarely","Sometimes","Never","Never","Very frequently","Sometimes",0.0,8.0,0.0,5.0,"Improve",63.0,0.0,864.0,0.0,540.0,"Country_Improve",461,"18-24","1-3 hours","Moderate","No","High","No","Medium",0.15,0.0,0.4,0.0,0.25
20.0,3.0,"Classical",100.0,"Very frequently","Sometimes","Rarely","Sometimes","Rarely","Rarely","Very frequently","Rarely","Rarely","Never","Rarely","Sometimes","Sometimes","Rarely","Rarely","Rarely",2.0,3.0,3.0,0.0,"Improve",60.0,200.0,300.0,300.0,0.0,"Classical_Improve",462,"18-24","1-3 hours","Moderate","Low","Low","Low","No",0.15,0.1,0.15,0.15,0.0
18.0,2.0,"Rock",123.0,"Never","Very frequently","Never","Rarely","Rarely","Rarely","Rarely","Never","Never","Never","Sometimes","Very frequently","Never","Sometimes","Sometimes","Sometimes",8.0,4.0,3.0,0.0,"Improve",36.0,984.0,492.0,369.0,0.0,"Rock_Improve",463,"18-24","1-3 hours","Fast","High","Low","Low","No",0.1,0.4,0.2,0.15,0.0
18.0,3.0,"Metal",210.0,"Never","Never","Never","Rarely","Never","Sometimes","Very frequently","Never","Rarely","Never","Very frequently","Rarely","Sometimes","Sometimes","Sometimes","Rarely",9.0,6.0,8.0,5.0,"Improve",54.0,1890.0,1260.0,1680.0,1050.0,"Metal_Improve",464,"18-24","1-3 hours","Very Fast","High","Medium","High","Medium",0.15,0.45,0.3,0.4,0.25
30.0,13.0,"K pop",145.0,"Sometimes","Never","Rarely","Sometimes","Never","Sometimes","Sometimes","Very frequently","Very frequently","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Very frequently","Sometimes",10.0,10.0,10.0,7.0,"Improve",390.0,1450.0,1450.0,1450.0,1015.0,"K pop_Improve",465,"25-34","5+ hours","Fast","High","High","High","Medium",0.65,0.5,0.5,0.5,0.35
17.0,2.0,"Pop",122.0,"Rarely","Never","Never","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Never","Never","Very frequently","Never","Sometimes","Never","Never",5.0,2.0,3.0,1.0,"Improve",34.0,610.0,244.0,366.0,122.0,"Pop_Improve",466,"Under 18","1-3 hours","Fast","Medium","Low","Low","No",0.1,0.25,0.1,0.15,0.05
18.0,4.0,"R&B",129.0,"Rarely","Rarely","Rarely","Never","Never","Very frequently","Sometimes","Never","Never","Rarely","Never","Very frequently","Very frequently","Very frequently","Very frequently","Rarely",6.0,4.0,1.0,6.0,"Improve",72.0,774.0,516.0,129.0,774.0,"R&B_Improve",467,"18-24","3-5 hours","Fast","Medium","Low","No","Medium",0.2,0.3,0.2,0.05,0.3
31.0,4.0,"Classical",55.0,"Very frequently","Rarely","Never","Rarely","Rarely","Never","Sometimes","Never","Never","Rarely","Rarely","Never","Never","Never","Sometimes","Sometimes",8.0,8.0,9.0,3.0,"Improve",124.0,440.0,440.0,495.0,165.0,"Classical_Improve",468,"25-34","3-5 hours","Slow","High","High","High","Low",0.2,0.4,0.4,0.45,0.15
32.0,2.0,"Folk",120.0,"Never","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Never","Rarely","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes",6.0,1.0,0.0,0.0,"Improve",64.0,720.0,120.0,0.0,0.0,"Folk_Improve",469,"25-34","1-3 hours","Moderate","Medium","No","No","No",0.1,0.3,0.05,0.0,0.0
16.0,3.0,"Pop",112.0,"Very frequently","Never","Never","Never","Never","Rarely","Rarely","Never","Never","Never","Never","Very frequently","Very frequently","Never","Sometimes","Never",3.0,4.0,6.0,8.0,"Improve",48.0,336.0,448.0,672.0,896.0,"Pop_Improve",470,"Under 18","1-3 hours","Moderate","Low","Low","Medium","High",0.15,0.15,0.2,0.3,0.4
18.0,2.0,"Rap",136.0,"Rarely","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Very frequently","Rarely","Very frequently",6.0,3.0,4.0,2.0,"Improve",36.0,816.0,408.0,544.0,272.0,"Rap_Improve",471,"18-24","1-3 hours","Fast","Medium","Low","Low","Low",0.1,0.3,0.15,0.2,0.1
29.0,2.0,"Pop",120.0,"Never","Never","Rarely","Rarely","Never","Very frequently","Never","Never","Never","Sometimes","Rarely","Very frequently","Never","Very frequently","Never","Very frequently",10.0,8.0,8.0,9.0,"Improve",58.0,1200.0,960.0,960.0,1080.0,"Pop_Improve",472,"25-34","1-3 hours","Moderate","High","High","High","High",0.1,0.5,0.4,0.4,0.45
68.0,1.0,"Gospel",8.0,"Very frequently","Never","Never","Sometimes","Very frequently","Never","Never","Never","Sometimes","Never","Never","Never","Never","Never","Never","Never",10.0,10.0,10.0,0.0,"Improve",68.0,80.0,80.0,80.0,0.0,"Gospel_Improve",473,"65 and above","1-3 hours","Slow","High","High","High","No",0.05,0.5,0.5,0.5,0.0
18.0,4.0,"R&B",169.0,"Rarely","Sometimes","Very frequently","Never","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Sometimes","Rarely","Sometimes",3.0,0.0,3.0,4.0,"Improve",72.0,507.0,0.0,507.0,676.0,"R&B_Improve",476,"18-24","3-5 hours","Fast","Low","No","Low","Low",0.2,0.15,0.0,0.15,0.2
18.0,1.0,"Rock",165.0,"Sometimes","Never","Sometimes","Never","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Sometimes","Never","Rarely","Very frequently","Rarely",5.0,6.0,8.0,2.0,"Improve",18.0,825.0,990.0,1320.0,330.0,"Rock_Improve",478,"18-24","1-3 hours","Fast","Medium","Medium","High","Low",0.05,0.25,0.3,0.4,0.1
21.0,1.0,"R&B",81.0,"Never","Never","Never","Never","Rarely","Very frequently","Never","Never","Never","Never","Never","Very frequently","Very frequently","Sometimes","Never","Never",3.0,0.0,0.0,0.0,"Improve",21.0,243.0,0.0,0.0,0.0,"R&B_Improve",480,"18-24","1-3 hours","Moderate","Low","No","No","No",0.05,0.15,0.0,0.0,0.0
18.0,2.0,"R&B",97.0,"Never","Never","Never","Never","Sometimes","Very frequently","Rarely","Never","Rarely","Rarely","Never","Sometimes","Very frequently","Very frequently","Rarely","Never",2.0,4.0,0.0,0.0,"Improve",36.0,194.0,388.0,0.0,0.0,"R&B_Improve",481,"18-24","1-3 hours","Moderate","Low","Low","No","No",0.1,0.1,0.2,0.0,0.0
25.0,5.0,"Metal",120.0,"Rarely","Rarely","Never","Rarely","Never","Never","Never","Never","Never","Never","Very frequently","Sometimes","Never","Never","Sometimes","Rarely",8.0,2.0,1.0,0.0,"Improve",125.0,960.0,240.0,120.0,0.0,"Metal_Improve",482,"25-34","3-5 hours","Moderate","High","Low","No","No",0.25,0.4,0.1,0.05,0.0
18.0,3.0,"K pop",130.0,"Sometimes","Never","Never","Never","Never","Sometimes","Never","Very frequently","Never","Rarely","Never","Sometimes","Very frequently","Rarely","Sometimes","Rarely",8.0,4.0,7.0,5.0,"Improve",54.0,1040.0,520.0,910.0,650.0,"K pop_Improve",483,"18-24","1-3 hours","Fast","High","Low","Medium","Medium",0.15,0.4,0.2,0.35,0.25
19.0,6.0,"Pop",124.0,"Sometimes","Rarely","Rarely","Rarely","Very frequently","Sometimes","Rarely","Sometimes","Very frequently","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Sometimes","Sometimes",6.0,6.0,0.0,0.0,"Improve",114.0,744.0,744.0,0.0,0.0,"Pop_Improve",484,"18-24","5+ hours","Fast","Medium","Medium","No","No",0.3,0.3,0.3,0.0,0.0
53.0,4.0,"R&B",153.0,"Rarely","Sometimes","Rarely","Rarely","Rarely","Very frequently","Rarely","Sometimes","Rarely","Never","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Rarely",1.0,0.0,0.0,0.0,"Improve",212.0,153.0,0.0,0.0,0.0,"R&B_Improve",485,"45-54","3-5 hours","Fast","No","No","No","No",0.2,0.05,0.0,0.0,0.0
14.0,2.0,"K pop",114.0,"Sometimes","Never","Rarely","Never","Never","Sometimes","Sometimes","Very frequently","Never","Sometimes","Never","Rarely","Rarely","Rarely","Never","Rarely",4.0,4.0,2.0,2.0,"Improve",28.0,456.0,456.0,228.0,228.0,"K pop_Improve",486,"Under 18","1-3 hours","Moderate","Low","Low","Low","Low",0.1,0.2,0.2,0.1,0.1
22.0,2.0,"Video game music",120.0,"Sometimes","Rarely","Rarely","Never","Very frequently","Rarely","Sometimes","Rarely","Rarely","Rarely","Never","Rarely","Never","Never","Never","Very frequently",4.0,6.0,0.0,2.0,"Improve",44.0,480.0,720.0,0.0,240.0,"Video game music_Improve",487,"18-24","1-3 hours","Moderate","Low","Medium","No","Low",0.1,0.2,0.3,0.0,0.1
20.0,3.0,"Country",119.0,"Rarely","Very frequently","Rarely","Sometimes","Never","Sometimes","Rarely","Sometimes","Never","Never","Never","Very frequently","Very frequently","Rarely","Sometimes","Never",8.0,4.0,3.0,4.0,"Improve",60.0,952.0,476.0,357.0,476.0,"Country_Improve",488,"18-24","1-3 hours","Moderate","High","Low","Low","Low",0.15,0.4,0.2,0.15,0.2
13.0,1.0,"Video game music",120.0,"Never","Never","Sometimes","Never","Never","Rarely","Sometimes","Never","Never","Sometimes","Rarely","Rarely","Rarely","Never","Sometimes","Very frequently",4.0,3.0,4.0,0.0,"Improve",13.0,480.0,360.0,480.0,0.0,"Video game music_Improve",489,"Under 18","1-3 hours","Moderate","Low","Low","Low","No",0.05,0.2,0.15,0.2,0.0
19.0,3.0,"Pop",120.0,"Never","Never","Very frequently","Never","Never","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Sometimes","Very frequently","Rarely","Sometimes",1.0,1.0,2.0,3.0,"Improve",57.0,120.0,120.0,240.0,360.0,"Pop_Improve",490,"18-24","1-3 hours","Moderate","No","No","Low","Low",0.15,0.05,0.05,0.1,0.15
60.0,2.0,"Rock",120.0,"Rarely","Sometimes","Never","Never","Never","Never","Never","Never","Never","Never","Sometimes","Rarely","Sometimes","Never","Very frequently","Never",7.0,7.0,2.0,4.0,"Improve",120.0,840.0,840.0,240.0,480.0,"Rock_Improve",491,"55-64","1-3 hours","Moderate","Medium","Medium","Low","Low",0.1,0.35,0.35,0.1,0.2
26.0,1.0,"Pop",192.0,"Never","Rarely","Sometimes","Sometimes","Never","Rarely","Rarely","Sometimes","Sometimes","Very frequently","Never","Very frequently","Rarely","Rarely","Sometimes","Never",6.0,4.0,0.0,0.0,"Improve",26.0,1152.0,768.0,0.0,0.0,"Pop_Improve",492,"25-34","1-3 hours","Very Fast","Medium","Low","No","No",0.05,0.3,0.2,0.0,0.0
18.0,3.0,"Pop",120.0,"Sometimes","Never","Sometimes","Rarely","Never","Very frequently","Sometimes","Very frequently","Very frequently","Sometimes","Rarely","Very frequently","Very frequently","Very frequently","Sometimes","Sometimes",7.0,8.0,6.0,2.0,"Improve",54.0,840.0,960.0,720.0,240.0,"Pop_Improve",494,"18-24","1-3 hours","Moderate","Medium","High","Medium","Low",0.15,0.35,0.4,0.3,0.1
18.0,2.0,"Rock",115.0,"Never","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Never",8.0,3.0,1.0,3.0,"Improve",36.0,920.0,345.0,115.0,345.0,"Rock_Improve",495,"18-24","1-3 hours","Moderate","High","Low","No","Low",0.1,0.4,0.15,0.05,0.15
59.0,1.0,"Rock",79.0,"Rarely","Never","Never","Rarely","Sometimes","Never","Rarely","Never","Rarely","Never","Never","Rarely","Rarely","Never","Very frequently","Never",1.0,0.0,0.0,1.0,"Improve",59.0,79.0,0.0,0.0,79.0,"Rock_Improve",496,"55-64","1-3 hours","Moderate","No","No","No","No",0.05,0.05,0.0,0.0,0.05
43.0,1.0,"Country",110.0,"Never","Very frequently","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Never",5.0,1.0,1.0,1.0,"Improve",43.0,550.0,110.0,110.0,110.0,"Country_Improve",497,"35-44","1-3 hours","Moderate","Medium","No","No","No",0.05,0.25,0.05,0.05,0.05
25.0,1.0,"Pop",80.0,"Very frequently","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Sometimes","Sometimes",7.0,6.0,5.0,5.0,"Improve",25.0,560.0,480.0,400.0,400.0,"Pop_Improve",499,"25-34","1-3 hours","Moderate","Medium","Medium","Medium","Medium",0.05,0.35,0.3,0.25,0.25
17.0,6.0,"Rap",140.0,"Rarely","Never","Rarely","Never","Sometimes","Very frequently","Sometimes","Never","Never","Sometimes","Never","Sometimes","Sometimes","Very frequently","Rarely","Never",3.0,3.0,0.0,0.0,"Improve",102.0,420.0,420.0,0.0,0.0,"Rap_Improve",502,"Under 18","5+ hours","Fast","Low","Low","No","No",0.3,0.15,0.15,0.0,0.0
27.0,1.0,"Pop",119.0,"Rarely","Rarely","Rarely","Never","Rarely","Sometimes","Rarely","Very frequently","Never","Sometimes","Never","Very frequently","Sometimes","Sometimes","Sometimes","Very frequently",8.0,3.0,3.0,3.0,"Improve",27.0,952.0,357.0,357.0,357.0,"Pop_Improve",503,"25-34","1-3 hours","Moderate","High","Low","Low","Low",0.05,0.4,0.15,0.15,0.15
71.0,0.25,"Gospel",120.0,"Sometimes","Rarely","Never","Rarely","Sometimes","Never","Never","Never","Sometimes","Never","Never","Rarely","Rarely","Never","Rarely","Never",1.0,0.0,0.0,0.0,"Improve",17.75,120.0,0.0,0.0,0.0,"Gospel_Improve",504,"65 and above","0-1 hours","Moderate","No","No","No","No",0.0125,0.05,0.0,0.0,0.0
30.0,8.0,"Rock",112.0,"Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Sometimes","Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Never",8.0,6.0,6.0,8.0,"Improve",240.0,896.0,672.0,672.0,896.0,"Rock_Improve",505,"25-34","5+ hours","Moderate","High","Medium","Medium","High",0.4,0.4,0.3,0.3,0.4
63.0,8.0,"Rock",70.0,"Sometimes","Sometimes","Rarely","Rarely","Never","Never","Rarely","Never","Rarely","Rarely","Never","Sometimes","Rarely","Never","Sometimes","Never",2.0,1.0,2.0,2.0,"Improve",504.0,140.0,70.0,140.0,140.0,"Rock_Improve",506,"55-64","5+ hours","Moderate","Low","No","Low","Low",0.4,0.1,0.05,0.1,0.1
17.0,3.0,"Rock",122.0,"Rarely","Rarely","Never","Rarely","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Sometimes","Never","Sometimes","Very frequently","Very frequently",6.0,3.0,6.0,0.0,"Improve",51.0,732.0,366.0,732.0,0.0,"Rock_Improve",508,"Under 18","1-3 hours","Fast","Medium","Low","Medium","No",0.15,0.3,0.15,0.3,0.0
60.0,1.0,"Gospel",120.0,"Sometimes","Rarely","Never","Never","Very frequently","Rarely","Never","Never","Never","Never","Never","Never","Never","Rarely","Rarely","Never",6.0,2.0,8.0,0.0,"Improve",60.0,720.0,240.0,960.0,0.0,"Gospel_Improve",509,"55-64","1-3 hours","Moderate","Medium","Low","High","No",0.05,0.3,0.1,0.4,0.0
64.0,2.0,"Classical",120.0,"Very frequently","Never","Rarely","Very frequently","Never","Rarely","Rarely","Never","Rarely","Rarely","Never","Very frequently","Rarely","Never","Rarely","Never",5.0,2.0,4.0,0.0,"Improve",128.0,600.0,240.0,480.0,0.0,"Classical_Improve",511,"55-64","1-3 hours","Moderate","Medium","Low","Low","No",0.1,0.25,0.1,0.2,0.0
27.0,1.0,"Pop",130.0,"Never","Rarely","Sometimes","Never","Never","Sometimes","Never","Rarely","Sometimes","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Never",6.0,3.0,1.0,7.0,"Improve",27.0,780.0,390.0,130.0,910.0,"Pop_Improve",512,"25-34","1-3 hours","Fast","Medium","Low","No","Medium",0.05,0.3,0.15,0.05,0.35
16.0,5.0,"Metal",129.0,"Sometimes","Never","Never","Rarely","Never","Rarely","Sometimes","Never","Never","Rarely","Very frequently","Sometimes","Never","Sometimes","Very frequently","Sometimes",7.0,4.0,8.0,0.0,"Improve",80.0,903.0,516.0,1032.0,0.0,"Metal_Improve",513,"Under 18","3-5 hours","Fast","Medium","Low","High","No",0.25,0.35,0.2,0.4,0.0
18.0,1.0,"Rap",116.0,"Rarely","Never","Never","Never","Never","Sometimes","Never","Never","Rarely","Sometimes","Never","Sometimes","Never","Very frequently","Never","Sometimes",2.0,0.0,3.0,0.0,"Improve",18.0,232.0,0.0,348.0,0.0,"Rap_Improve",515,"18-24","1-3 hours","Moderate","Low","No","Low","No",0.05,0.1,0.0,0.15,0.0
18.0,6.0,"EDM",90.0,"Rarely","Never","Very frequently","Never","Never","Sometimes","Rarely","Very frequently","Very frequently","Very frequently","Never","Very frequently","Very frequently","Very frequently","Rarely","Sometimes",0.0,2.0,1.0,5.0,"Improve",108.0,0.0,180.0,90.0,450.0,"EDM_Improve",516,"18-24","5+ hours","Moderate","No","Low","No","Medium",0.3,0.0,0.1,0.05,0.25
22.0,2.0,"Pop",120.0,"Sometimes","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Never","Rarely","Never","Very frequently","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Rarely",7.0,2.0,1.0,0.0,"Improve",44.0,840.0,240.0,120.0,0.0,"Pop_Improve",517,"18-24","1-3 hours","Moderate","Medium","Low","No","No",0.1,0.35,0.1,0.05,0.0
19.0,5.0,"Hip hop",99.0,"Rarely","Very frequently","Sometimes","Rarely","Rarely","Very frequently","Never","Rarely","Very frequently","Never","Rarely","Sometimes","Sometimes","Very frequently","Rarely","Sometimes",10.0,7.0,0.0,0.0,"Improve",95.0,990.0,693.0,0.0,0.0,"Hip hop_Improve",520,"18-24","3-5 hours","Moderate","High","Medium","No","No",0.25,0.5,0.35,0.0,0.0
74.0,1.0,"Pop",129.0,"Rarely","Very frequently","Never","Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Never","Never","Very frequently","Sometimes","Never","Sometimes","Never",4.0,2.0,1.0,0.0,"Improve",74.0,516.0,258.0,129.0,0.0,"Pop_Improve",523,"65 and above","1-3 hours","Fast","Low","Low","No","No",0.05,0.2,0.1,0.05,0.0
28.0,4.0,"Hip hop",178.0,"Rarely","Sometimes","Sometimes","Rarely","Never","Very frequently","Never","Never","Very frequently","Sometimes","Rarely","Very frequently","Rarely","Very frequently","Sometimes","Rarely",8.0,5.0,3.0,8.0,"Improve",112.0,1424.0,890.0,534.0,1424.0,"Hip hop_Improve",524,"25-34","3-5 hours","Fast","High","Medium","Low","High",0.2,0.4,0.25,0.15,0.4
18.0,10.0,"Rock",110.0,"Sometimes","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Very frequently","Sometimes","Sometimes","Very frequently","Never",10.0,10.0,6.0,6.0,"Improve",180.0,1100.0,1100.0,660.0,660.0,"Rock_Improve",525,"18-24","5+ hours","Moderate","High","High","Medium","Medium",0.5,0.5,0.5,0.3,0.3
24.0,1.0,"Folk",103.0,"Sometimes","Never","Very frequently","Very frequently","Rarely","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Very frequently",10.0,10.0,7.0,8.0,"Improve",24.0,1030.0,1030.0,721.0,824.0,"Folk_Improve",526,"18-24","1-3 hours","Moderate","High","High","Medium","High",0.05,0.5,0.5,0.35,0.4
36.0,1.0,"Hip hop",131.0,"Sometimes","Never","Never","Never","Never","Very frequently","Never","Never","Never","Never","Never","Very frequently","Sometimes","Sometimes","Sometimes","Never",7.0,6.0,2.0,3.0,"Improve",36.0,917.0,786.0,262.0,393.0,"Hip hop_Improve",529,"35-44","1-3 hours","Fast","Medium","Medium","Low","Low",0.05,0.35,0.3,0.1,0.15
48.0,5.0,"Rock",120.0,"Very frequently","Sometimes","Sometimes","Very frequently","Never","Sometimes","Rarely","Never","Rarely","Never","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely",3.0,3.0,0.0,0.0,"Improve",240.0,360.0,360.0,0.0,0.0,"Rock_Improve",530,"45-54","3-5 hours","Moderate","Low","Low","No","No",0.25,0.15,0.15,0.0,0.0
40.0,5.0,"Rock",174.0,"Sometimes","Sometimes","Sometimes","Sometimes","Never","Very frequently","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Sometimes","Very frequently","Very frequently","Rarely",3.0,0.0,0.0,1.0,"Improve",200.0,522.0,0.0,0.0,174.0,"Rock_Improve",531,"35-44","3-5 hours","Fast","Low","No","No","No",0.25,0.15,0.0,0.0,0.05
