"Age","Hours_per_day","Fav_genre","BPM","Frequency_classical","Frequency_country","Frequency_EDM","Frequency_folk","Frequency_gospel","Frequency_hip_hop","Frequency_jazz","Frequency_K_pop","Frequency_latin","Frequency_lofi","Frequency_metal","Frequency_pop","Frequency_R_and_B","Frequency_rap","Frequency_rock","Frequency_video_game_music","Anxiety","Depression","Insomnia","OCD","Music_effect","Age_Hours_Interaction","BPM_Anxiety","BPM_Depression","BPM_Insomnia","BPM_OCD","FavGenre_Musiceffects","id","Age_Group","Hours_per_day_Group","BPM_Group","Anxiety_Group","Depression_Group","Insomnia_Group","OCD_Group","Normalized_HoursPerDay","Normalized_Anxiety","Normalized_Depression","Normalized_Insomnia","Normalized_OCD"
18.0,2.0,"Video game music",101.0,"Never","Never","Sometimes","Never","Never","Rarely","Never","Never","Never","Rarely","Never","Rarely","Never","Never","Sometimes","Very frequently",8.0,3.0,8.0,7.0,"Improve",36.0,808.0,303.0,808.0,707.0,"Video game music_Improve",350,"18-24","1-3 hours","Moderate","High","Low","High","Medium",0.1,0.4,0.15,0.4,0.35
15.0,5.0,"Rock",126.0,"Rarely","Never","Very frequently","Rarely","Never","Never","Never","Never","Never","Sometimes","Rarely","Very frequently","Never","Never","Very frequently","Sometimes",10.0,6.0,0.0,4.0,"Improve",75.0,1260.0,756.0,0.0,504.0,"Rock_Improve",352,"Under 18","3-5 hours","Fast","High","Medium","No","Low",0.25,0.5,0.3,0.0,0.2
14.0,2.0,"Pop",78.0,"Rarely","Never","Never","Sometimes","Never","Sometimes","Never","Rarely","Very frequently","Rarely","Rarely","Very frequently","Sometimes","Sometimes","Rarely","Never",6.0,0.0,0.0,0.0,"Improve",28.0,468.0,0.0,0.0,0.0,"Pop_Improve",353,"Under 18","1-3 hours","Moderate","Medium","No","No","No",0.1,0.3,0.0,0.0,0.0
19.0,3.0,"Classical",122.0,"Very frequently","Rarely","Never","Never","Never","Never","Never","Rarely","Never","Sometimes","Never","Very frequently","Never","Never","Rarely","Sometimes",3.0,3.0,1.0,2.0,"Improve",57.0,366.0,366.0,122.0,244.0,"Classical_Improve",354,"18-24","1-3 hours","Fast","Low","Low","No","Low",0.15,0.15,0.15,0.05,0.1
25.0,4.0,"Rock",120.0,"Sometimes","Rarely","Rarely","Very frequently","Rarely","Sometimes","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Very frequently",6.0,2.0,3.0,2.0,"Improve",100.0,720.0,240.0,360.0,240.0,"Rock_Improve",356,"25-34","3-5 hours","Moderate","Medium","Low","Low","Low",0.2,0.3,0.1,0.15,0.1
18.0,2.0,"Pop",120.0,"Rarely","Rarely","Never","Never","Never","Rarely","Never","Very frequently","Rarely","Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Never",6.0,5.0,2.0,0.0,"Improve",36.0,720.0,600.0,240.0,0.0,"Pop_Improve",357,"18-24","1-3 hours","Moderate","Medium","Medium","Low","No",0.1,0.3,0.25,0.1,0.0
24.0,2.0,"Metal",159.0,"Never","Rarely","Very frequently","Sometimes","Very frequently","Never","Never","Never","Never","Rarely","Very frequently","Rarely","Never","Never","Sometimes","Rarely",7.0,6.0,2.0,7.0,"Improve",48.0,1113.0,954.0,318.0,1113.0,"Metal_Improve",358,"18-24","1-3 hours","Fast","Medium","Medium","Low","Medium",0.1,0.35,0.3,0.1,0.35
22.0,3.0,"Lofi",174.0,"Rarely","Very frequently","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely","Rarely","Rarely","Rarely","Rarely","Rarely",7.0,6.0,7.0,9.0,"Improve",66.0,1218.0,1044.0,1218.0,1566.0,"Lofi_Improve",359,"18-24","1-3 hours","Fast","Medium","Medium","Medium","High",0.15,0.35,0.3,0.35,0.45
28.0,1.0,"Lofi",82.0,"Sometimes","Rarely","Rarely","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Very frequently","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes",4.0,8.0,5.0,0.0,"Improve",28.0,328.0,656.0,410.0,0.0,"Lofi_Improve",361,"25-34","1-3 hours","Moderate","Low","High","Medium","No",0.05,0.2,0.4,0.25,0.0
25.0,1.5,"Pop",61.0,"Sometimes","Rarely","Rarely","Sometimes","Never","Rarely","Never","Never","Never","Rarely","Rarely","Very frequently","Very frequently","Rarely","Very frequently","Never",6.0,5.0,0.0,2.0,"Improve",37.5,366.0,305.0,0.0,122.0,"Pop_Improve",363,"25-34","1-3 hours","Moderate","Medium","Medium","No","Low",0.075,0.3,0.25,0.0,0.1
17.0,0.5,"Video game music",136.0,"Rarely","Sometimes","Sometimes","Never","Never","Never","Rarely","Never","Never","Never","Rarely","Sometimes","Rarely","Rarely","Sometimes","Very frequently",6.0,3.0,1.0,1.0,"Improve",8.5,816.0,408.0,136.0,136.0,"Video game music_Improve",364,"Under 18","0-1 hours","Fast","Medium","Low","No","No",0.025,0.3,0.15,0.05,0.05
23.0,2.0,"Pop",75.0,"Sometimes","Rarely","Rarely","Sometimes","Never","Very frequently","Sometimes","Never","Never","Never","Never","Very frequently","Very frequently","Very frequently","Sometimes","Sometimes",7.0,6.0,4.0,3.0,"Improve",46.0,525.0,450.0,300.0,225.0,"Pop_Improve",365,"18-24","1-3 hours","Moderate","Medium","Medium","Low","Low",0.1,0.35,0.3,0.2,0.15
17.0,4.0,"Lofi",79.0,"Very frequently","Never","Never","Never","Sometimes","Sometimes","Rarely","Sometimes","Never","Very frequently","Never","Very frequently","Sometimes","Sometimes","Rarely","Very frequently",3.0,8.0,0.0,0.0,"Improve",68.0,237.0,632.0,0.0,0.0,"Lofi_Improve",366,"Under 18","3-5 hours","Moderate","Low","High","No","No",0.2,0.15,0.4,0.0,0.0
61.0,2.0,"Rock",94.0,"Never","Never","Never","Rarely","Never","Never","Never","Rarely","Never","Never","Sometimes","Sometimes","Rarely","Never","Sometimes","Never",2.0,2.0,2.0,0.0,"Improve",122.0,188.0,188.0,188.0,0.0,"Rock_Improve",368,"55-64","1-3 hours","Moderate","Low","Low","Low","No",0.1,0.1,0.1,0.1,0.0
18.0,2.0,"Pop",104.0,"Rarely","Rarely","Rarely","Rarely","Rarely","Very frequently","Rarely","Rarely","Sometimes","Rarely","Sometimes","Very frequently","Very frequently","Very frequently","Very frequently","Never",6.0,5.0,8.0,0.0,"Improve",36.0,624.0,520.0,832.0,0.0,"Pop_Improve",370,"18-24","1-3 hours","Moderate","Medium","Medium","High","No",0.1,0.3,0.25,0.4,0.0
24.0,6.0,"Video game music",180.0,"Sometimes","Never","Sometimes","Very frequently","Never","Never","Never","Rarely","Never","Rarely","Sometimes","Rarely","Never","Never","Very frequently","Very frequently",9.0,5.0,0.0,7.0,"Improve",144.0,1620.0,900.0,0.0,1260.0,"Video game music_Improve",371,"18-24","5+ hours","Fast","High","Medium","No","Medium",0.3,0.45,0.25,0.0,0.35
27.0,10.0,"Metal",185.0,"Sometimes","Never","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Very frequently","Rarely",5.0,6.0,6.0,3.0,"Improve",270.0,925.0,1110.0,1110.0,555.0,"Metal_Improve",372,"25-34","5+ hours","Very Fast","Medium","Medium","Medium","Low",0.5,0.25,0.3,0.3,0.15
53.0,7.0,"Pop",92.0,"Very frequently","Sometimes","Very frequently","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Rarely","Very frequently","Very frequently","Rarely","Very frequently","Rarely",0.0,0.0,0.0,0.0,"Improve",371.0,0.0,0.0,0.0,0.0,"Pop_Improve",375,"45-54","5+ hours","Moderate","No","No","No","No",0.35,0.0,0.0,0.0,0.0
21.0,2.0,"Rock",97.0,"Sometimes","Never","Never","Sometimes","Never","Rarely","Rarely","Rarely","Never","Rarely","Never","Very frequently","Rarely","Rarely","Very frequently","Rarely",10.0,10.0,2.0,3.0,"Improve",42.0,970.0,970.0,194.0,291.0,"Rock_Improve",376,"18-24","1-3 hours","Moderate","High","High","Low","Low",0.1,0.5,0.5,0.1,0.15
49.0,1.0,"Pop",128.0,"Sometimes","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Very frequently","Never","Very frequently","Very frequently","Very frequently","Sometimes","Never",4.0,5.0,9.0,1.0,"Improve",49.0,512.0,640.0,1152.0,128.0,"Pop_Improve",377,"45-54","1-3 hours","Fast","Low","Medium","High","No",0.05,0.2,0.25,0.45,0.05
25.0,1.0,"EDM",107.0,"Never","Never","Very frequently","Never","Never","Rarely","Never","Rarely","Never","Rarely","Never","Never","Never","Never","Rarely","Rarely",0.0,8.0,0.0,0.0,"Improve",25.0,0.0,856.0,0.0,0.0,"EDM_Improve",378,"25-34","1-3 hours","Moderate","No","High","No","No",0.05,0.0,0.4,0.0,0.0
33.0,4.0,"Rock",112.0,"Rarely","Sometimes","Rarely","Rarely","Rarely","Rarely","Rarely","Never","Never","Very frequently","Rarely","Sometimes","Rarely","Rarely","Very frequently","Very frequently",1.0,0.0,7.0,0.0,"Improve",132.0,112.0,0.0,784.0,0.0,"Rock_Improve",380,"25-34","3-5 hours","Moderate","No","No","Medium","No",0.2,0.05,0.0,0.35,0.0
34.0,2.0,"Metal",120.0,"Never","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Never","Sometimes","Never",3.0,7.0,0.0,0.0,"Improve",68.0,360.0,840.0,0.0,0.0,"Metal_Improve",381,"25-34","1-3 hours","Moderate","Low","Medium","No","No",0.1,0.15,0.35,0.0,0.0
19.0,2.0,"K pop",80.0,"Rarely","Never","Rarely","Never","Never","Sometimes","Sometimes","Very frequently","Never","Sometimes","Never","Sometimes","Very frequently","Rarely","Sometimes","Sometimes",7.0,6.0,5.0,1.0,"Improve",38.0,560.0,480.0,400.0,80.0,"K pop_Improve",382,"18-24","1-3 hours","Moderate","Medium","Medium","Medium","No",0.1,0.35,0.3,0.25,0.05
22.0,6.0,"Jazz",140.0,"Sometimes","Rarely","Very frequently","Very frequently","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Sometimes","Sometimes","Very frequently","Very frequently","Very frequently","Sometimes","Sometimes",8.0,8.0,8.0,5.0,"Improve",132.0,1120.0,1120.0,1120.0,700.0,"Jazz_Improve",384,"18-24","5+ hours","Fast","High","High","High","Medium",0.3,0.4,0.4,0.4,0.25
38.0,3.0,"Metal",143.0,"Rarely","Never","Never","Never","Never","Never","Never","Never","Never","Never","Very frequently","Never","Never","Rarely","Sometimes","Never",1.0,6.0,1.0,2.0,"Improve",114.0,143.0,858.0,143.0,286.0,"Metal_Improve",385,"35-44","1-3 hours","Fast","No","Medium","No","Low",0.15,0.05,0.3,0.05,0.1
17.0,2.0,"Jazz",94.0,"Sometimes","Never","Never","Never","Never","Rarely","Sometimes","Never","Never","Rarely","Sometimes","Very frequently","Never","Rarely","Very frequently","Rarely",5.0,2.0,3.0,4.0,"Improve",34.0,470.0,188.0,282.0,376.0,"Jazz_Improve",387,"Under 18","1-3 hours","Moderate","Medium","Low","Low","Low",0.1,0.25,0.1,0.15,0.2
22.0,4.0,"Lofi",141.0,"Rarely","Rarely","Never","Sometimes","Never","Rarely","Sometimes","Never","Never","Very frequently","Rarely","Sometimes","Rarely","Rarely","Very frequently","Never",9.0,10.0,6.0,7.0,"Improve",88.0,1269.0,1410.0,846.0,987.0,"Lofi_Improve",389,"18-24","3-5 hours","Fast","High","High","Medium","Medium",0.2,0.45,0.5,0.3,0.35
26.0,3.0,"Folk",160.0,"Rarely","Rarely","Never","Very frequently","Rarely","Rarely","Sometimes","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes",8.0,8.0,3.0,0.0,"Improve",78.0,1280.0,1280.0,480.0,0.0,"Folk_Improve",390,"25-34","1-3 hours","Fast","High","High","Low","No",0.15,0.4,0.4,0.15,0.0
25.0,4.0,"Video game music",134.0,"Sometimes","Never","Never","Rarely","Rarely","Never","Never","Rarely","Very frequently","Never","Never","Very frequently","Sometimes","Never","Never","Very frequently",3.0,0.0,0.0,0.0,"Improve",100.0,402.0,0.0,0.0,0.0,"Video game music_Improve",392,"25-34","3-5 hours","Fast","Low","No","No","No",0.2,0.15,0.0,0.0,0.0
19.0,8.0,"EDM",174.0,"Never","Never","Very frequently","Never","Never","Sometimes","Never","Rarely","Never","Never","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Never",6.0,8.0,8.0,0.0,"Improve",152.0,1044.0,1392.0,1392.0,0.0,"EDM_Improve",393,"18-24","5+ hours","Fast","Medium","High","High","No",0.4,0.3,0.4,0.4,0.0
49.0,0.5,"Classical",114.0,"Very frequently","Sometimes","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Rarely","Rarely","Never","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Rarely",3.0,2.0,2.0,2.0,"Improve",24.5,342.0,228.0,228.0,228.0,"Classical_Improve",395,"45-54","0-1 hours","Moderate","Low","Low","Low","Low",0.025,0.15,0.1,0.1,0.1
27.0,1.0,"Hip hop",120.0,"Sometimes","Never","Rarely","Never","Never","Very frequently","Rarely","Never","Never","Rarely","Never","Sometimes","Very frequently","Very frequently","Never","Never",3.0,4.0,1.0,0.0,"Improve",27.0,360.0,480.0,120.0,0.0,"Hip hop_Improve",397,"25-34","1-3 hours","Moderate","Low","Low","No","No",0.05,0.15,0.2,0.05,0.0
32.0,3.0,"Rock",144.0,"Rarely","Rarely","Sometimes","Very frequently","Never","Sometimes","Rarely","Never","Sometimes","Very frequently","Rarely","Sometimes","Very frequently","Rarely","Very frequently","Rarely",6.0,6.0,7.0,5.0,"Improve",96.0,864.0,864.0,1008.0,720.0,"Rock_Improve",398,"25-34","1-3 hours","Fast","Medium","Medium","Medium","Medium",0.15,0.3,0.3,0.35,0.25
54.0,10.0,"Rock",120.0,"Sometimes","Sometimes","Never","Rarely","Never","Never","Rarely","Never","Never","Never","Rarely","Rarely","Sometimes","Never","Sometimes","Never",2.0,1.0,2.0,2.0,"Improve",540.0,240.0,120.0,240.0,240.0,"Rock_Improve",400,"45-54","5+ hours","Moderate","Low","No","Low","Low",0.5,0.1,0.05,0.1,0.1
25.0,2.0,"Pop",120.0,"Rarely","Never","Never","Rarely","Never","Sometimes","Never","Never","Sometimes","Never","Never","Very frequently","Sometimes","Very frequently","Very frequently","Rarely",7.0,7.0,5.0,0.0,"Improve",50.0,840.0,840.0,600.0,0.0,"Pop_Improve",404,"25-34","1-3 hours","Moderate","Medium","Medium","Medium","No",0.1,0.35,0.35,0.25,0.0
20.0,8.0,"Rock",148.0,"Never","Rarely","Rarely","Sometimes","Never","Never","Rarely","Never","Never","Rarely","Sometimes","Rarely","Sometimes","Never","Very frequently","Sometimes",6.0,2.0,2.0,1.0,"Improve",160.0,888.0,296.0,296.0,148.0,"Rock_Improve",405,"18-24","5+ hours","Fast","Medium","Low","Low","No",0.4,0.3,0.1,0.1,0.05
23.0,10.0,"Video game music",119.0,"Rarely","Never","Sometimes","Sometimes","Never","Rarely","Never","Sometimes","Never","Sometimes","Rarely","Sometimes","Never","Rarely","Sometimes","Very frequently",8.0,8.0,5.0,0.0,"Improve",230.0,952.0,952.0,595.0,0.0,"Video game music_Improve",406,"18-24","5+ hours","Moderate","High","High","Medium","No",0.5,0.4,0.4,0.25,0.0
34.0,1.0,"Rock",138.0,"Rarely","Never","Never","Sometimes","Never","Rarely","Never","Never","Rarely","Never","Never","Rarely","Never","Sometimes","Very frequently","Never",9.0,9.0,6.0,4.0,"Improve",34.0,1242.0,1242.0,828.0,552.0,"Rock_Improve",408,"25-34","1-3 hours","Fast","High","High","Medium","Low",0.05,0.45,0.45,0.3,0.2
27.0,4.0,"Rap",135.0,"Rarely","Never","Never","Never","Never","Sometimes","Rarely","Sometimes","Never","Sometimes","Never","Rarely","Never","Very frequently","Rarely","Rarely",7.0,6.0,6.0,5.0,"Improve",108.0,945.0,810.0,810.0,675.0,"Rap_Improve",411,"25-34","3-5 hours","Fast","Medium","Medium","Medium","Medium",0.2,0.35,0.3,0.3,0.25
17.0,2.0,"Pop",120.0,"Rarely","Never","Never","Never","Never","Rarely","Very frequently","Very frequently","Never","Very frequently","Never","Very frequently","Very frequently","Sometimes","Never","Sometimes",5.0,3.0,2.0,1.0,"Improve",34.0,600.0,360.0,240.0,120.0,"Pop_Improve",412,"Under 18","1-3 hours","Moderate","Medium","Low","Low","No",0.1,0.25,0.15,0.1,0.05
20.0,1.0,"Pop",120.0,"Never","Never","Sometimes","Never","Never","Rarely","Sometimes","Very frequently","Rarely","Rarely","Never","Very frequently","Sometimes","Rarely","Rarely","Never",8.0,6.0,9.0,8.0,"Improve",20.0,960.0,720.0,1080.0,960.0,"Pop_Improve",414,"18-24","1-3 hours","Moderate","High","Medium","High","High",0.05,0.4,0.3,0.45,0.4
18.0,2.0,"Metal",150.0,"Sometimes","Never","Rarely","Never","Never","Never","Never","Never","Never","Never","Very frequently","Rarely","Never","Rarely","Very frequently","Sometimes",5.0,7.0,7.0,2.0,"Improve",36.0,750.0,1050.0,1050.0,300.0,"Metal_Improve",415,"18-24","1-3 hours","Fast","Medium","Medium","Medium","Low",0.1,0.25,0.35,0.35,0.1
21.0,1.0,"Rap",160.0,"Rarely","Rarely","Never","Never","Never","Sometimes","Rarely","Never","Never","Rarely","Rarely","Sometimes","Sometimes","Sometimes","Rarely","Never",4.0,3.0,4.0,5.0,"Improve",21.0,640.0,480.0,640.0,800.0,"Rap_Improve",417,"18-24","1-3 hours","Fast","Low","Low","Low","Medium",0.05,0.2,0.15,0.2,0.25
48.0,1.5,"Metal",185.0,"Rarely","Never","Rarely","Never","Never","Never","Rarely","Never","Never","Never","Sometimes","Never","Rarely","Never","Rarely","Rarely",10.0,8.0,0.0,4.0,"Improve",72.0,1850.0,1480.0,0.0,740.0,"Metal_Improve",418,"45-54","1-3 hours","Very Fast","High","High","No","Low",0.075,0.5,0.4,0.0,0.2
57.0,2.0,"R&B",120.0,"Rarely","Sometimes","Never","Never","Rarely","Sometimes","Sometimes","Never","Never","Never","Never","Sometimes","Sometimes","Sometimes","Rarely","Never",2.0,0.0,0.0,0.0,"Improve",114.0,240.0,0.0,0.0,0.0,"R&B_Improve",419,"55-64","1-3 hours","Moderate","Low","No","No","No",0.1,0.1,0.0,0.0,0.0
15.0,1.0,"Video game music",150.0,"Never","Rarely","Sometimes","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Sometimes","Sometimes","Rarely","Rarely","Very frequently","Very frequently",4.0,2.0,3.0,2.0,"Improve",15.0,600.0,300.0,450.0,300.0,"Video game music_Improve",420,"Under 18","1-3 hours","Fast","Low","Low","Low","Low",0.05,0.2,0.1,0.15,0.1
42.0,2.0,"Rock",85.0,"Rarely","Never","Never","Never","Never","Rarely","Never","Never","Never","Never","Never","Sometimes","Rarely","Rarely","Sometimes","Rarely",2.0,4.0,5.0,2.0,"Improve",84.0,170.0,340.0,425.0,170.0,"Rock_Improve",422,"35-44","1-3 hours","Moderate","Low","Low","Medium","Low",0.1,0.1,0.2,0.25,0.1
18.0,1.0,"Pop",105.0,"Sometimes","Rarely","Never","Never","Rarely","Never","Rarely","Never","Sometimes","Rarely","Never","Very frequently","Never","Never","Never","Very frequently",8.0,7.0,7.0,0.0,"Improve",18.0,840.0,735.0,735.0,0.0,"Pop_Improve",423,"18-24","1-3 hours","Moderate","High","Medium","Medium","No",0.05,0.4,0.35,0.35,0.0
67.0,1.0,"Rock",120.0,"Sometimes","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Never","Sometimes","Never","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Never",3.0,2.0,2.0,2.0,"Improve",67.0,360.0,240.0,240.0,240.0,"Rock_Improve",424,"65 and above","1-3 hours","Moderate","Low","Low","Low","Low",0.05,0.15,0.1,0.1,0.1
57.0,2.0,"Gospel",174.0,"Sometimes","Never","Never","Rarely","Very frequently","Never","Sometimes","Never","Rarely","Never","Never","Sometimes","Sometimes","Never","Rarely","Never",6.0,4.0,10.0,0.0,"Improve",114.0,1044.0,696.0,1740.0,0.0,"Gospel_Improve",426,"55-64","1-3 hours","Fast","Medium","Low","High","No",0.1,0.3,0.2,0.5,0.0
13.0,3.0,"Classical",80.0,"Very frequently","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never","Never",8.0,7.0,9.0,2.0,"Improve",39.0,640.0,560.0,720.0,160.0,"Classical_Improve",427,"Under 18","1-3 hours","Moderate","High","Medium","High","Low",0.15,0.4,0.35,0.45,0.1
18.0,2.0,"Pop",120.0,"Sometimes","Rarely","Sometimes","Never","Never","Rarely","Sometimes","Rarely","Never","Sometimes","Never","Very frequently","Rarely","Never","Sometimes","Sometimes",5.0,7.0,2.0,0.0,"Improve",36.0,600.0,840.0,240.0,0.0,"Pop_Improve",428,"18-24","1-3 hours","Moderate","Medium","Medium","Low","No",0.1,0.25,0.35,0.1,0.0
15.0,3.0,"Classical",118.0,"Very frequently","Never","Never","Never","Never","Never","Never","Rarely","Never","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes",9.0,6.0,8.0,5.0,"Improve",45.0,1062.0,708.0,944.0,590.0,"Classical_Improve",429,"Under 18","1-3 hours","Moderate","High","Medium","High","Medium",0.15,0.45,0.3,0.4,0.25
22.0,7.0,"Pop",112.0,"Never","Never","Sometimes","Rarely","Never","Very frequently","Never","Very frequently","Sometimes","Never","Never","Very frequently","Very frequently","Very frequently","Sometimes","Rarely",8.0,8.0,10.0,0.0,"Improve",154.0,896.0,896.0,1120.0,0.0,"Pop_Improve",430,"18-24","5+ hours","Moderate","High","High","High","No",0.35,0.4,0.4,0.5,0.0
12.0,0.5,"Classical",109.0,"Very frequently","Never","Never","Never","Never","Never","Rarely","Never","Never","Rarely","Never","Sometimes","Never","Never","Never","Never",7.0,8.0,6.0,2.0,"Improve",6.0,763.0,872.0,654.0,218.0,"Classical_Improve",433,"Under 18","0-1 hours","Moderate","Medium","High","Medium","Low",0.025,0.35,0.4,0.3,0.1
17.0,5.0,"Pop",180.0,"Never","Never","Sometimes","Never","Never","Sometimes","Never","Very frequently","Rarely","Rarely","Never","Very frequently","Very frequently","Sometimes","Rarely","Rarely",5.0,5.0,5.0,5.0,"Improve",85.0,900.0,900.0,900.0,900.0,"Pop_Improve",434,"Under 18","3-5 hours","Fast","Medium","Medium","Medium","Medium",0.25,0.25,0.25,0.25,0.25
17.0,1.0,"Country",105.0,"Never","Very frequently","Never","Rarely","Rarely","Never","Rarely","Never","Never","Never","Rarely","Rarely","Rarely","Never","Sometimes","Rarely",8.0,5.0,2.0,3.0,"Improve",17.0,840.0,525.0,210.0,315.0,"Country_Improve",437,"Under 18","1-3 hours","Moderate","High","Medium","Low","Low",0.05,0.4,0.25,0.1,0.15
17.0,2.0,"Classical",120.0,"Very frequently","Never","Rarely","Never","Never","Never","Never","Rarely","Never","Rarely","Rarely","Sometimes","Rarely","Never","Sometimes","Sometimes",7.0,8.0,2.0,5.0,"Improve",34.0,840.0,960.0,240.0,600.0,"Classical_Improve",439,"Under 18","1-3 hours","Moderate","Medium","High","Low","Medium",0.1,0.35,0.4,0.1,0.25
17.0,2.0,"R&B",120.0,"Very frequently","Rarely","Never","Rarely","Rarely","Rarely","Sometimes","Sometimes","Rarely","Sometimes","Rarely","Very frequently","Very frequently","Rarely","Sometimes","Never",3.0,3.0,1.0,0.0,"Improve",34.0,360.0,360.0,120.0,0.0,"R&B_Improve",440,"Under 18","1-3 hours","Moderate","Low","Low","No","No",0.1,0.15,0.15,0.05,0.0
69.0,4.0,"Classical",72.0,"Very frequently","Sometimes","Never","Sometimes","Sometimes","Rarely","Very frequently","Rarely","Rarely","Rarely","Never","Sometimes","Sometimes","Never","Very frequently","Never",1.0,1.0,2.0,0.0,"Improve",276.0,72.0,72.0,144.0,0.0,"Classical_Improve",441,"65 and above","3-5 hours","Moderate","No","No","Low","No",0.2,0.05,0.05,0.1,0.0
50.0,1.0,"Rock",98.0,"Sometimes","Sometimes","Never","Never","Never","Very frequently","Sometimes","Rarely","Rarely","Never","Rarely","Very frequently","Sometimes","Sometimes","Very frequently","Never",0.0,0.0,7.0,0.0,"Improve",50.0,0.0,0.0,686.0,0.0,"Rock_Improve",442,"45-54","1-3 hours","Moderate","No","No","Medium","No",0.05,0.0,0.0,0.35,0.0
25.0,5.0,"Rock",125.0,"Sometimes","Sometimes","Rarely","Never","Never","Sometimes","Never","Rarely","Never","Rarely","Sometimes","Sometimes","Never","Sometimes","Very frequently","Sometimes",8.0,7.0,2.0,1.0,"Improve",125.0,1000.0,875.0,250.0,125.0,"Rock_Improve",444,"25-34","3-5 hours","Fast","High","Medium","Low","No",0.25,0.4,0.35,0.1,0.05
32.0,12.0,"Jazz",200.0,"Never","Never","Sometimes","Rarely","Never","Sometimes","Very frequently","Rarely","Never","Sometimes","Never","Rarely","Sometimes","Rarely","Never","Never",9.0,4.0,4.0,4.0,"Improve",384.0,1800.0,800.0,800.0,800.0,"Jazz_Improve",445,"25-34","5+ hours","Very Fast","High","Low","Low","Low",0.6,0.45,0.2,0.2,0.2
24.0,6.0,"Rock",118.0,"Never","Rarely","Sometimes","Very frequently","Never","Rarely","Rarely","Sometimes","Never","Rarely","Very frequently","Sometimes","Never","Rarely","Very frequently","Sometimes",8.0,8.0,10.0,0.0,"Improve",144.0,944.0,944.0,1180.0,0.0,"Rock_Improve",446,"18-24","5+ hours","Moderate","High","High","High","No",0.3,0.4,0.4,0.5,0.0
18.0,2.0,"R&B",96.0,"Sometimes","Rarely","Never","Never","Never","Sometimes","Rarely","Never","Never","Very frequently","Rarely","Very frequently","Very frequently","Sometimes","Very frequently","Rarely",3.0,3.0,0.0,3.0,"Improve",36.0,288.0,288.0,0.0,288.0,"R&B_Improve",448,"18-24","1-3 hours","Moderate","Low","Low","No","Low",0.1,0.15,0.15,0.0,0.15
21.0,1.0,"K pop",120.0,"Rarely","Rarely","Sometimes","Rarely","Never","Very frequently","Rarely","Very frequently","Rarely","Rarely","Sometimes","Very frequently","Sometimes","Sometimes","Very frequently","Rarely",4.0,5.0,2.0,5.0,"Improve",21.0,480.0,600.0,240.0,600.0,"K pop_Improve",450,"18-24","1-3 hours","Moderate","Low","Medium","Low","Medium",0.05,0.2,0.25,0.1,0.25
38.0,1.0,"Metal",191.0,"Rarely","Never","Never","Sometimes","Never","Never","Rarely","Never","Never","Never","Very frequently","Never","Never","Never","Sometimes","Rarely",1.0,1.0,5.0,1.0,"Improve",38.0,191.0,191.0,955.0,191.0,"Metal_Improve",451,"35-44","1-3 hours","Very Fast","No","No","Medium","No",0.05,0.05,0.05,0.25,0.05
18.0,3.0,"Metal",135.0,"Sometimes","Sometimes","Never","Rarely","Rarely","Rarely","Never","Never","Never","Never","Very frequently","Never","Rarely","Rarely","Rarely","Never",7.0,8.0,4.0,10.0,"Improve",54.0,945.0,1080.0,540.0,1350.0,"Metal_Improve",452,"18-24","1-3 hours","Fast","Medium","High","Low","High",0.15,0.35,0.4,0.2,0.5
18.0,10.0,"EDM",140.0,"Never","Never","Very frequently","Sometimes","Never","Sometimes","Never","Never","Never","Sometimes","Never","Very frequently","Very frequently","Very frequently","Never","Never",10.0,9.0,9.0,8.0,"Improve",180.0,1400.0,1260.0,1260.0,1120.0,"EDM_Improve",453,"18-24","5+ hours","Fast","High","High","High","High",0.5,0.5,0.45,0.45,0.4
